sample_index,last_5_mult_1,last_5_mult_2,last_5_mult_3,last_5_mult_4,last_5_mult_5,last_10_mult_1,last_10_mult_2,last_10_mult_3,last_10_mult_4,last_10_mult_5,last_10_mult_6,last_10_mult_7,last_10_mult_8,last_10_mult_9,last_10_mult_10,last_20_mult_1,last_20_mult_2,last_20_mult_3,last_20_mult_4,last_20_mult_5,last_20_mult_6,last_20_mult_7,last_20_mult_8,last_20_mult_9,last_20_mult_10,last_20_mult_11,last_20_mult_12,last_20_mult_13,last_20_mult_14,last_20_mult_15,last_20_mult_16,last_20_mult_17,last_20_mult_18,last_20_mult_19,last_20_mult_20,moving_average_5,moving_average_10,moving_average_20,standard_deviation_5,standard_deviation_10,standard_deviation_20,variance_20,max_20,min_20,median_20,volatility,range_20,skewness,kurtosis,entropy,very_low_count_10,low_count_10,medium_count_10,high_count_10,very_high_count_10,freq_very_low,freq_low,freq_medium,freq_high,freq_very_high,streak_low,streak_high,time_since_high,time_since_very_high,streak_medium,streak_very_low,momentum_5,momentum_10,ema_5,ema_10,slope_5,slope_10,label,category
35,0.014692,0.583363,0.092346,0.060287,0.035941,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.016712,0.034093,0.476638,0.002161,0.035941,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.03956,0.02951,0.03116,0.26821,0.19669,0.198237,0.039298,0.1468,0.0101,0.0154,0.254476,0.1367,0.827628,0.286839,0.767564,0.3,0.5,0.1,0.1,0.0,0.45,0.3,0.1,0.15,0.0,0.15,0.0,0.15,1.0,0.0,0.1,0.269576,-0.052953,0.025746,0.028293,-0.2628,0.027358,0,VERY_LOW
36,0.583363,0.092346,0.060287,0.035941,0.063552,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.034093,0.476638,0.002161,0.035941,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.0401,0.02908,0.03129,0.266808,0.19744,0.197923,0.039174,0.1468,0.0101,0.0154,0.253018,0.1367,0.828622,0.287623,0.767564,0.4,0.4,0.1,0.1,0.0,0.45,0.3,0.1,0.15,0.0,0.2,0.0,0.2,1.0,0.0,0.15,0.28156,-0.07063,0.039553,0.026835,-0.5406,-0.005964,2,MEDIUM
37,0.092346,0.060287,0.035941,0.063552,0.298848,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.476638,0.002161,0.035941,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.01866,0.03034,0.032685,0.052646,0.198012,0.196803,0.038731,0.1468,0.0101,0.0159,0.240848,0.1367,0.803965,0.270827,0.805775,0.4,0.4,0.1,0.1,0.0,0.4,0.3,0.15,0.15,0.0,0.0,0.0,0.25,1.0,0.05,0.0,-0.429096,-0.071745,0.022252,0.02761,0.0976,0.002739,0,VERY_LOW
38,0.060287,0.035941,0.063552,0.298848,0.020696,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.002161,0.035941,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.0178,0.02989,0.028745,0.054681,0.198968,0.186691,0.034854,0.1468,0.0101,0.0154,0.259789,0.1367,0.992096,0.478829,0.767564,0.5,0.3,0.1,0.1,0.0,0.45,0.3,0.15,0.1,0.0,0.05,0.0,0.3,1.0,0.0,0.05,-0.380762,0.039833,0.018225,0.025034,0.0468,-0.038145,1,LOW
39,0.035941,0.063552,0.298848,0.020696,0.132409,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.035941,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.01884,0.02985,0.02916,0.053469,0.199024,0.185872,0.034548,0.1468,0.0107,0.0159,0.254969,0.1361,0.994248,0.480896,0.775911,0.5,0.3,0.1,0.1,0.0,0.4,0.35,0.15,0.1,0.0,0.1,0.0,0.35,1.0,0.0,0.0,-0.353909,0.023663,0.018099,0.02376,0.0216,-0.065467,1,LOW
40,0.063552,0.298848,0.020696,0.132409,0.147233,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.557972,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.02042,0.02999,0.029555,0.050522,0.198832,0.185148,0.03428,0.1468,0.0107,0.017,0.250581,0.1361,0.995169,0.482008,0.775911,0.5,0.3,0.1,0.1,0.0,0.35,0.4,0.15,0.1,0.0,0.15,0.0,0.4,1.0,0.0,0.0,-0.309085,0.014718,0.018843,0.022001,-0.0172,-0.091939,0,VERY_LOW
41,0.298848,0.020696,0.132409,0.147233,0.060287,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.16823,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.02038,0.03024,0.023685,0.050662,0.19826,0.144879,0.02099,0.1468,0.0107,0.0159,0.244677,0.1361,1.0,1.0,0.725338,0.5,0.3,0.1,0.1,0.0,0.4,0.4,0.15,0.05,0.0,0.2,0.0,0.45,1.0,0.0,0.05,-0.13954,0.276757,0.020412,0.038696,-0.0882,-0.135976,0,VERY_LOW
42,0.020696,0.132409,0.147233,0.060287,0.032229,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.106094,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.01478,0.01672,0.02318,0.017918,0.040502,0.145469,0.021161,0.1468,0.0107,0.0154,0.251025,0.1361,1.0,1.0,0.687128,0.6,0.3,0.1,0.0,0.0,0.45,0.4,0.1,0.05,0.0,0.25,0.0,0.5,1.0,0.0,0.1,-0.362381,-0.278689,0.013709,0.016092,-0.008,-0.000897,4,VERY_HIGH
43,0.132409,0.147233,0.060287,0.032229,0.937646,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.032229,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.16266,0.09023,0.059885,1.0,1.0,0.805284,0.648482,0.7504,0.0107,0.0154,0.537887,0.7397,1.0,1.0,0.780768,0.6,0.2,0.1,0.0,0.1,0.45,0.35,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.506721,0.260247,0.14932,1.0,0.797588,1,LOW
44,0.147233,0.060287,0.032229,0.937646,0.149427,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.06836,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.16296,0.0909,0.0603,1.0,1.0,0.804712,0.647562,0.7504,0.0107,0.0166,0.533806,0.7397,1.0,1.0,0.784662,0.5,0.3,0.1,0.0,0.1,0.4,0.4,0.1,0.05,0.05,0.05,0.0,0.05,0.05,0.0,0.0,1.0,0.507463,0.180302,0.125601,1.0,0.618158,2,MEDIUM
45,0.060287,0.032229,0.937646,0.149427,0.185534,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.123987,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.16372,0.09207,0.06079,1.0,1.0,0.804073,0.646534,0.7504,0.0107,0.018,0.529083,0.7397,1.0,1.0,0.818979,0.4,0.3,0.2,0.0,0.1,0.35,0.4,0.15,0.05,0.05,0.0,0.0,0.1,0.1,0.05,0.0,1.0,0.514558,0.127179,0.107252,0.0578,0.439164,3,HIGH
46,0.032229,0.937646,0.149427,0.185534,0.50366,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.215682,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.18142,0.1009,0.06499,1.0,1.0,0.803657,0.645864,0.7504,0.0107,0.01835,0.494634,0.7397,1.0,1.0,0.869551,0.3,0.3,0.2,0.1,0.1,0.35,0.35,0.15,0.1,0.05,0.0,0.05,0.0,0.15,0.0,0.0,1.0,0.552547,0.118475,0.109765,-1.0,0.344776,1,LOW
47,0.937646,0.149427,0.185534,0.50366,0.104758,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.095166,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.18234,0.09856,0.06445,1.0,1.0,0.804381,0.647028,0.7504,0.0107,0.01725,0.499228,0.7397,1.0,1.0,0.835234,0.3,0.4,0.1,0.1,0.1,0.35,0.4,0.1,0.1,0.05,0.05,0.0,0.05,0.2,0.0,0.0,1.0,0.529247,0.181674,0.088908,-1.0,0.170642,4,VERY_HIGH
48,0.149427,0.185534,0.50366,0.104758,0.602467,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.137079,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.06432,0.11349,0.07169,0.287788,1.0,0.808831,0.654207,0.7504,0.0107,0.01835,0.451293,0.7397,1.0,1.0,0.885807,0.2,0.4,0.1,0.1,0.2,0.35,0.35,0.1,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,-0.102804,0.583066,0.078352,0.102884,0.547,0.121248,0,VERY_LOW
49,0.185534,0.50366,0.104758,0.602467,0.0,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.131226,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.06234,0.11265,0.07125,0.295992,1.0,0.809606,0.655462,0.7504,0.01,0.01725,0.454516,0.7404,1.0,1.0,0.881353,0.3,0.3,0.1,0.1,0.2,0.4,0.3,0.1,0.1,0.1,0.05,0.0,0.05,0.05,0.0,0.05,-0.125053,0.581053,0.056042,0.08617,0.0632,-0.118436,3,HIGH
50,0.50366,0.104758,0.602467,0.0,0.485406,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.014692,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.07634,0.12003,0.07501,0.282884,1.0,0.807603,0.652223,0.7504,0.01,0.0173,0.430664,0.7404,1.0,1.0,0.906015,0.3,0.2,0.1,0.2,0.2,0.4,0.25,0.1,0.15,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.017731,0.600187,0.078826,0.086629,-0.0452,-0.263261,0,VERY_LOW
51,0.104758,0.602467,0.0,0.485406,0.04318,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.583363,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.05844,0.11993,0.075085,0.298944,1.0,0.807456,0.651985,0.7504,0.01,0.0173,0.430156,0.7404,1.0,1.0,0.906015,0.3,0.2,0.1,0.2,0.2,0.4,0.25,0.1,0.15,0.1,0.05,0.0,0.05,0.15,0.0,0.05,-0.221682,0.597256,0.045358,0.072882,-0.1496,-0.523333,2,MEDIUM
52,0.602467,0.0,0.485406,0.04318,0.172196,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.092346,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.05962,0.12098,0.06885,0.294982,1.0,0.805042,0.648093,0.7504,0.01,0.0173,0.467708,0.7404,1.0,1.0,0.906015,0.2,0.2,0.2,0.2,0.2,0.4,0.25,0.15,0.1,0.1,0.0,0.0,0.1,0.2,0.05,0.0,-0.13406,0.757153,0.056581,0.162966,-0.5484,-0.774497,0,VERY_LOW
53,0.0,0.485406,0.04318,0.172196,0.039591,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.060287,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.02996,0.04714,0.068685,0.160242,0.248251,0.805325,0.648548,0.7504,0.01,0.0173,0.468996,0.7404,1.0,1.0,0.886211,0.3,0.2,0.2,0.2,0.1,0.45,0.2,0.15,0.1,0.1,0.05,0.0,0.15,0.25,0.0,0.05,-0.563806,-0.313678,0.021928,0.037316,-0.1348,-0.054158,0,VERY_LOW
54,0.485406,0.04318,0.172196,0.039591,0.073064,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.035941,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.03076,0.04655,0.068725,0.157934,0.250021,0.805256,0.648438,0.7504,0.01,0.0173,0.468683,0.7404,1.0,1.0,0.886211,0.4,0.1,0.2,0.2,0.1,0.45,0.2,0.15,0.1,0.1,0.1,0.0,0.2,0.3,0.0,0.1,-0.552419,-0.322663,0.030281,0.033561,-0.3184,-0.12663,0,VERY_LOW
55,0.04318,0.172196,0.039591,0.073064,0.022661,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.063552,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.01428,0.04531,0.06869,0.020108,0.253546,0.805319,0.648538,0.7504,0.01,0.0173,0.468958,0.7404,1.0,1.0,0.886211,0.5,0.1,0.1,0.2,0.1,0.45,0.2,0.15,0.1,0.1,0.15,0.0,0.25,0.35,0.0,0.15,-0.792109,-0.34037,0.013181,0.039989,-0.0206,-0.196036,2,MEDIUM
56,0.172196,0.039591,0.073064,0.022661,0.194583,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.298848,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.01674,0.03759,0.069245,0.027453,0.236492,0.804456,0.64715,0.7504,0.01,0.01905,0.464701,0.7404,1.0,1.0,0.913865,0.5,0.1,0.2,0.1,0.1,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.3,0.4,0.05,0.0,-0.75825,-0.457145,0.018258,0.025679,0.0078,-0.143552,2,MEDIUM
57,0.039591,0.073064,0.022661,0.194583,0.248465,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.020696,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.0186,0.03911,0.068835,0.039976,0.234143,0.804884,0.647838,0.7504,0.01,0.01905,0.467718,0.7404,1.0,1.0,0.913865,0.5,0.0,0.3,0.1,0.1,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.35,0.45,0.1,0.0,-0.729789,-0.43183,0.021309,0.046091,0.0986,-0.178824,1,LOW
58,0.073064,0.022661,0.194583,0.248465,0.110054,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.132409,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.01952,0.02474,0.069115,0.037137,0.119204,0.804404,0.647065,0.7504,0.01,0.01905,0.465545,0.7404,1.0,1.0,0.929775,0.5,0.1,0.3,0.1,0.0,0.35,0.25,0.2,0.1,0.1,0.05,0.0,0.4,0.5,0.0,0.0,-0.717572,-0.642046,0.020002,0.020524,0.051,-0.041794,0,VERY_LOW
59,0.022661,0.194583,0.248465,0.110054,0.058636,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.147233,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.01934,0.02505,0.06885,0.037843,0.118333,0.804842,0.64777,0.7504,0.01,0.01815,0.467592,0.7404,1.0,1.0,0.913865,0.5,0.1,0.3,0.1,0.0,0.4,0.2,0.2,0.1,0.1,0.1,0.0,0.45,0.55,0.0,0.05,-0.719099,-0.636166,0.01732,0.030399,-0.0078,-0.074145,2,MEDIUM
60,0.194583,0.248465,0.110054,0.058636,0.285854,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.060287,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.02458,0.01943,0.06973,0.044933,0.043298,0.803726,0.645976,0.7504,0.01,0.01825,0.46105,0.7404,1.0,1.0,0.906015,0.5,0.1,0.4,0.0,0.0,0.4,0.15,0.25,0.1,0.1,0.0,0.0,0.5,0.6,0.05,0.0,-0.647497,-0.721354,0.025744,0.020725,0.0146,0.030485,0,VERY_LOW
61,0.248465,0.110054,0.058636,0.285854,0.086593,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,0.032229,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,0.02266,0.0197,0.069815,0.048941,0.04235,0.803579,0.645739,0.7504,0.01,0.01825,0.460405,0.7404,1.0,1.0,0.906015,0.5,0.1,0.4,0.0,0.0,0.4,0.15,0.25,0.1,0.1,0.05,0.0,0.55,0.65,0.0,0.05,-0.675428,-0.717826,0.023038,0.020996,-0.0246,0.015903,4,VERY_HIGH
62,0.110054,0.058636,0.285854,0.086593,1.0,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.937646,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.79758,0.40809,0.264535,1.0,1.0,1.0,1.0,1.0,0.01,0.021,0.643108,1.0,1.0,1.0,0.940332,0.5,0.1,0.3,0.0,0.1,0.35,0.15,0.25,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.542669,1.0,0.726003,1.0,1.0,2,MEDIUM
63,0.058636,0.285854,0.086593,1.0,0.162141,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.149427,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.79848,0.409,0.22807,1.0,1.0,1.0,1.0,1.0,0.01,0.0205,0.740671,1.0,1.0,1.0,0.91567,0.4,0.1,0.4,0.0,0.1,0.35,0.15,0.3,0.1,0.1,0.0,0.0,0.05,0.05,0.05,0.0,1.0,0.793309,0.883512,0.598108,1.0,1.0,0,VERY_LOW
64,0.285854,0.086593,1.0,0.162141,0.024609,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.185534,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.7981,0.40872,0.227635,1.0,1.0,1.0,1.0,1.0,0.01,0.01885,0.742182,1.0,1.0,1.0,0.881353,0.4,0.1,0.4,0.0,0.1,0.4,0.1,0.3,0.1,0.1,0.05,0.0,0.1,0.1,0.0,0.05,1.0,0.795506,0.595928,0.491007,-0.092,1.0,1,LOW
65,0.086593,1.0,0.162141,0.024609,0.090922,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.50366,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.79368,0.40913,0.22722,1.0,1.0,1.0,1.0,1.0,0.01,0.0164,0.743628,1.0,1.0,1.0,0.906015,0.3,0.2,0.4,0.0,0.1,0.4,0.15,0.25,0.1,0.1,0.1,0.0,0.15,0.15,0.0,0.0,1.0,0.80059,0.399402,0.406298,-1.0,1.0,2,MEDIUM
66,1.0,0.162141,0.024609,0.090922,0.256609,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.104758,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.79722,0.40994,0.223765,1.0,1.0,1.0,1.0,1.0,0.01,0.0164,0.755688,1.0,1.0,1.0,0.865098,0.3,0.2,0.4,0.0,0.1,0.4,0.15,0.3,0.05,0.1,0.0,0.0,0.2,0.2,0.05,0.0,1.0,0.832011,0.789543,0.339281,-1.0,0.464727,2,MEDIUM
67,0.162141,0.024609,0.090922,0.256609,0.228183,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.602467,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.02174,0.40966,0.224385,0.039954,1.0,1.0,1.0,1.0,0.01,0.01885,0.753469,1.0,1.0,1.0,0.835234,0.3,0.2,0.4,0.0,0.1,0.4,0.1,0.35,0.05,0.1,0.0,0.0,0.25,0.25,0.1,0.0,-0.903113,0.825701,0.024304,0.280804,0.0728,-0.456,0,VERY_LOW
68,0.024609,0.090922,0.256609,0.228183,0.016712,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.0,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.01968,0.40908,0.21691,0.04568,1.0,1.0,1.0,1.0,0.01,0.0159,0.780535,1.0,1.0,1.0,0.780768,0.4,0.1,0.4,0.0,0.1,0.45,0.1,0.35,0.05,0.05,0.05,0.0,0.3,0.3,0.0,0.05,-0.909271,0.885943,0.018499,0.231242,0.0252,-1.0,0,VERY_LOW
69,0.090922,0.256609,0.228183,0.016712,0.060287,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.485406,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.02008,0.40909,0.21707,0.043966,1.0,1.0,1.0,1.0,0.0108,0.0159,0.779924,1.0,1.0,1.0,0.780768,0.4,0.1,0.4,0.0,0.1,0.45,0.1,0.35,0.05,0.05,0.1,0.0,0.35,0.35,0.0,0.1,-0.907495,0.884599,0.017259,0.194851,-0.0516,-1.0,0,VERY_LOW
70,0.256609,0.228183,0.016712,0.060287,0.046711,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.04318,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.01952,0.4066,0.213015,0.045837,1.0,1.0,1.0,1.0,0.0108,0.01505,0.795499,1.0,1.0,1.0,0.679775,0.5,0.1,0.3,0.0,0.1,0.5,0.1,0.35,0.0,0.05,0.15,0.0,0.4,0.4,0.0,0.15,-0.908363,0.908786,0.017931,0.158667,-0.1116,-1.0,1,LOW
71,0.228183,0.016712,0.060287,0.046711,0.148333,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.148333,0.172196,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.148333,0.01696,0.40709,0.213395,0.032896,1.0,1.0,1.0,1.0,0.0108,0.0159,0.794,1.0,1.0,1.0,0.721445,0.4,0.2,0.3,0.0,0.1,0.45,0.15,0.35,0.0,0.05,0.2,0.0,0.45,0.45,0.0,0.0,-0.920523,0.907683,0.018027,0.656501,-0.032,-1.0,0,VERY_LOW
72,0.016712,0.060287,0.046711,0.148333,0.018713,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.148333,0.018713,0.039591,0.073064,0.022661,0.194583,0.248465,0.110054,0.058636,0.285854,0.086593,1.0,0.162141,0.024609,0.090922,0.256609,0.228183,0.016712,0.060287,0.046711,0.148333,0.018713,0.01342,0.01758,0.212835,0.016584,0.036991,1.0,1.0,1.0,0.0108,0.01505,0.796211,1.0,1.0,1.0,0.709639,0.5,0.2,0.3,0.0,0.0,0.5,0.15,0.3,0.0,0.05,0.25,0.0,0.5,0.5,0.0,0.05,-0.936946,-0.917401,0.013307,0.01687,0.0136,-0.014739,0,VERY_LOW
